城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
350100,福州,仙岐1号中桥,S1531机场高速-K50,1072.175265,0.0,0.0,1072.175265
610100,西安,灞河大桥,,1006.731199,8.424529,0.0,998.30667
440100,广州,番禺大桥,,792.777628,11.46397,0.881844,780.431814
330400,嘉兴,长山河桥,G60沪昆高速-K116,755.641316,233.745047,4.030087,517.866182
310000,上海,七莘立交桥,,681.392838,360.317679,0.0,321.075159
320500,苏州,蠡河大桥,S48沪宜高速-K77,661.135432,143.378768,0.0,517.756664
110000,北京,京新南沙河桥,G7京新高速-K14,655.718307,239.115323,2.465106,414.137878
370200,青岛,胶州湾大桥,G22青兰高速胶州湾大桥-K34,655.192878,4.747774,0.0,650.445104
441900,东莞,东江大桥,G94珠三角环线高速-K67,634.574917,209.819126,0.0,424.755791
441900,东莞,虎门大桥,G9411莞佛高速-K38,616.861327,304.386877,2.205702,310.268749
500000,重庆,高家花园大桥,G75兰海高速-K974,576.640805,353.847767,5.242189,217.550849
350100,福州,大洋1号桥,,562.156359,0.0,18.134076,544.022283
440100,广州,西福河大桥,G35济广高速-K1930,546.559971,396.468373,0.0,150.091598
440600,佛山,湖洲大桥,S15沈海高速广州支线-K35,539.75063,238.055955,4.713979,296.980696
440600,佛山,湖洲大桥,S15沈海高速广州支线-K35,524.494533,238.987074,5.472986,280.034473
440400,珠海,S47广佛江珠高速,,9336.122922,8773.705878,0.0,562.417043
420100,武汉,常青立交,G42沪蓉高速-K834,7834.514829,7202.699117,126.363142,505.45257
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,7541.83735,7383.061827,0.0,158.775523
510100,成都,S57城北出口高速,,6918.720343,6081.942956,40.818409,795.958977
110000,北京,通燕高速,通燕高速-K29,6694.020271,5630.852346,0.0,1063.167925
110000,北京,通燕高速,通燕高速-K29,6349.206349,6100.217865,124.494242,124.494242
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,5970.149254,5016.932146,200.677286,752.539822
110000,北京,G1京哈高速,G1京哈高速-K8,5819.085572,2939.538073,162.831555,2716.715945
330100,杭州,G25长深高速,G25长深高速-K2289,5565.317442,5002.532532,62.531657,500.253253
440100,广州,土华立交桥,S81广州环城高速-K35,5408.094836,4391.373007,129.794276,886.927553
510100,成都,S1成万高速,,4825.940466,4529.870499,0.0,296.069967
320100,南京,G40沪陕高速,G40沪陕高速-K397,4757.299725,4159.387738,0.0,597.911987
420100,武汉,S40四环线出口,S13武监高速-K9,4672.897196,3980.61613,0.0,692.281066
110000,北京,三惠东桥,东六环-K38,4466.122113,3907.856849,117.529529,440.735735
310000,上海,G2京沪高速,G2京沪高速-K1215,4447.795644,3579.291169,26.318317,842.186157
440300,深圳,G4京港澳高速,,4420.250235,3445.195036,28.890524,946.164675
110000,北京,S28机场北线高速,S28机场北线高速-K8,4395.191459,3959.027421,33.55108,402.612958
440100,广州,S81广州环城高速,S81广州环城高速-K60,4392.119598,3894.898512,82.870181,414.350905
110000,北京,三惠东桥,东六环-K38,4350.273811,2814.883054,93.053985,1442.336772
440400,珠海,G0425广澳高速,,4334.103841,3926.623992,222.261735,185.218113
110000,北京,S32京平高速出口,S11京承高速-K10,8778.424114,8355.36753,0.0,423.056584
310000,上海,S7沪崇高速出口,S20外环高速-K84,6435.175457,459.65539,5187.539399,787.980668
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,5205.622072,892.392355,4090.131628,223.098089
340100,合肥,机场互通,S93机场高速-K2,5168.062715,4396.209192,33.558849,738.294674
440400,珠海,金台立交,S32西部沿海高速-K22,4991.215461,4525.368684,66.549539,399.297237
320100,南京,铁心桥加油站,G42沪蓉高速-K304,4505.954297,3042.982122,58.518887,1404.453287
440100,广州,海南立交桥,S81广州环城高速-K49,3883.454794,1857.304467,116.893288,1909.257039
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3361.219002,666.908532,80.029024,2614.281446
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3272.617664,2755.888559,107.651897,409.077208
440100,广州,土华立交桥,S81广州环城高速-K35,3005.177774,480.335792,123.163024,2401.678958
440300,深圳,水朗立交,G15沈海高速-K2891,3002.536408,860.867082,41.993516,2099.67581
440300,深圳,水朗立交,S31龙大高速-K7,2612.175946,578.745569,19.552215,2013.878162
440300,深圳,松岗立交,S31龙大高速-K24,2555.845717,1165.738791,53.65325,1336.453676
370200,青岛,G20青银高速,G20青银高速-K15,2552.146195,0.0,0.0,2552.146195
441300,惠州,数码园立交,S20潮莞高速-K20,2513.328557,1781.098978,672.859614,59.369966
310000,上海,S7沪崇高速出口,G1501上海绕城高速-K191,2508.361204,2173.913043,0.0,334.448161
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2483.959713,2050.438442,0.0,433.521271
440400,珠海,金台立交,S32西部沿海高速-K24,2457.931556,1436.944602,75.628663,945.358291
440300,深圳,鹤洲立交,G4京港澳高速-K2254,2443.310141,519.045159,12.659638,1911.605343
610100,西安,三星立交,G5京昆高速-K1108,2424.512794,2182.061515,48.490256,193.961024
