城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
110000,北京,京开高速,京开高速-K8,7737.726438,6931.418564,84.874513,721.433361
110000,北京,G3京台高速,,6443.05743,5951.042135,46.858599,445.156695
110000,北京,G3京台高速,,6157.075799,5482.729402,87.958226,586.388171
340700,null,G3京台高速,G3京台高速-K1179,5986.394558,5777.080063,0.0,209.314495
330100,杭州,S2杭甬高速,S2杭甬高速-K19,5593.466831,4872.531106,0.0,720.935725
330100,杭州,S2杭甬高速,S2杭甬高速-K20,5349.223615,4811.312861,29.883931,508.026824
120000,天津,S5荣乌联络线,,5225.653207,4370.546318,63.341251,791.765637
120000,天津,S4津港高速,S4津港高速-K11,5017.191258,4574.497912,0.0,442.693346
110000,北京,G7京新高速,G7京新高速-K14,4727.585295,3851.494314,66.120074,809.970907
510100,成都,S57城北出口高速,,4438.12651,3770.739065,116.792803,550.594642
130100,石家庄,S071西柏坡高速,S071西柏坡高速-K9,4386.449554,3181.013035,66.968695,1138.467823
441300,惠州,S21广惠高速,,4091.622589,2355.782703,1487.86276,247.977127
110000,北京,G1京哈高速,G1京哈高速-K8,4078.735972,3672.826453,45.828494,360.081025
110000,北京,G6京藏高速,G6京藏高速-K5,4035.780757,3684.430433,0.0,351.350325
320100,南京,S55宁宣高速,S55宁宣高速-K27,3978.088101,3437.853915,58.934639,481.299548
610400,咸阳,机场高速,G70福银高速-K1699,3945.946255,3517.039053,114.375254,314.531948
610100,西安,S3011绕城高速联络线,,3803.438308,3075.120334,32.369688,695.948286
440100,广州,S81广州环城高速,S81广州环城高速-K60,3768.583829,3102.1028,90.725166,575.755863
110000,北京,G3京台高速,,3717.984384,0.0,0.0,3717.984384
350100,福州,G1523甬莞高速,G70福银高速-K18,3636.752594,2620.601134,53.481656,962.669804
320500,苏州,S48沪宜高速,S48沪宜高速-K13,1837.234622,0.0,0.0,1837.234622
440400,珠海,G0425广澳高速,,1741.677552,79.167161,0.0,1662.510391
350100,福州,S81机场高速,S1531机场高速-K50,1243.844384,0.0,0.0,1243.844384
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K202,1199.934319,0.0,15.788609,1184.14571
440300,深圳,S3广深沿江高速,S3广深沿江高速-K86,1137.68163,116.39647,8.761025,1012.524135
110000,北京,G45大广高速,G45大广高速-K1355,1043.632329,404.162415,11.983252,627.486661
610100,西安,S3011绕城高速联络线,,942.210094,18.354742,6.118247,917.737105
440100,广州,S4华南快速,,814.347682,7.227938,1.606208,805.513535
321200,泰州,G2京沪高速,G2京沪高速-K1054,768.483055,370.605196,4.242414,393.635445
110000,北京,G45大广高速,,731.835342,372.226596,12.617851,346.990895
310000,上海,S32申嘉湖高速,S32申嘉湖高速-K74,663.711244,306.108203,5.721649,351.881393
350100,福州,G1505福州绕城高速,,655.707207,7.624502,7.624502,640.458202
350100,福州,S52福州南连接线,,648.880941,351.951505,5.691938,291.237498
500000,重庆,G75兰海高速,G75兰海高速-K992,632.527072,286.745606,4.216847,341.564619
110000,北京,G7京新高速,G7京新高速-K3,617.110215,308.555107,4.169664,304.385444
310000,上海,G60沪昆高速,,589.188588,168.812461,6.620096,413.756031
350100,福州,S52福州南连接线,,562.920252,237.913465,2.124227,322.88256
370200,青岛,G22青兰高速,G22青兰高速胶州湾大桥-K34,546.869712,5.414552,0.0,541.455161
500000,重庆,G75兰海高速,G75兰海高速-K922,542.593597,402.83464,16.44223,123.316727
441900,东莞,G9411莞佛高速,G9411莞佛高速-K38,531.801962,248.174249,2.72719,280.900523
130700,张家口,G7京新高速,G7京新高速-K91,10380.116959,7748.538012,730.994152,1900.584795
510100,成都,S57城北出口高速,,8322.237017,7889.480692,66.577896,366.178429
440400,珠海,S47广佛江珠高速,,7790.333426,7462.319387,82.00351,246.010529
510100,成都,S1成万高速,,6550.35421,6026.325874,32.751771,491.276566
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,6284.53787,5417.70506,30.958315,835.874495
110000,北京,通燕高速,通燕高速-K29,6214.065507,5912.411842,0.0,301.653665
420100,武汉,常青立交,G42沪蓉高速-K834,6086.612496,4666.402913,0.0,1420.209582
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,5856.555256,5243.659938,0.0,612.895317
330100,杭州,G25长深高速,G25长深高速-K2289,5475.916252,4884.620131,51.417054,539.879067
110000,北京,G1京哈高速,G1京哈高速-K8,5245.196829,2133.5483,75.238479,3036.41005
440100,广州,土华立交桥,S81广州环城高速-K35,4860.795102,3252.021309,172.368621,1436.405172
440300,深圳,G4京港澳高速,,4691.805535,3969.378626,23.816272,698.610638
310000,上海,G2京沪高速,G2京沪高速-K1215,4653.785102,3810.198679,28.119547,815.466876
310000,上海,S2沪芦高速,S2沪芦高速-K61,4559.241342,3935.345159,79.98669,543.909493
230100,哈尔滨,G10绥满高速,,4558.129558,3910.16016,67.031317,580.938081
110000,北京,S28机场北线高速,S28机场北线高速-K8,4368.562671,3912.503931,0.0,456.05874
440400,珠海,S47广佛江珠高速,,4291.510612,3199.126092,78.027466,1014.357054
440100,广州,S81广州环城高速,S81广州环城高速-K60,4288.558035,3531.753676,160.534258,596.270101
320100,南京,G40沪陕高速,G40沪陕高速-K397,4208.505611,3371.726718,147.666864,689.11203
510100,成都,G42沪蓉高速,,4151.986714,3245.989613,101.999674,803.997427
310000,上海,S7沪崇高速出口,S20外环高速-K84,6405.876324,320.293816,5765.288691,320.293816
440400,珠海,金台立交,S32西部沿海高速-K22,5325.122962,4841.020874,48.410209,435.691879
110000,北京,S32京平高速出口,S11京承高速-K10,4783.224276,4145.461039,127.552647,510.210589
340100,合肥,机场互通,S93机场高速-K2,4667.73877,3918.17488,170.35543,579.208461
310000,上海,莘庄立交,S20外环高速-K59,4667.328699,3227.408143,99.304866,1340.61569
110000,北京,G7京新高速出口,,4481.654765,1378.970697,147.74686,2954.937208
420100,武汉,加油站,S13武监高速-K11,4195.804196,2863.802864,199.8002,1132.201132
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3644.96932,2418.125988,17.780338,1209.062994
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3329.416373,2785.39409,108.804457,435.217827
441300,惠州,小金口立交,G25长深高速-K3569,3188.77551,683.309038,56.94242,2448.524052
440100,广州,土华立交桥,S81广州环城高速-K35,2873.248034,381.510112,131.144101,2360.59382
440100,广州,仑头立交,S81广州环城高速-K33,2846.17574,538.465681,2057.708136,250.001923
440100,广州,南沙服务区,G9411莞佛高速-K42,2726.99507,436.319211,0.0,2290.675858
370200,青岛,G20青银高速,G20青银高速-K15,2693.632108,0.0,0.0,2693.632108
350200,厦门,海圣互通,G15沈海高速-K2305,2596.36913,809.25791,269.752637,1517.358582
440300,深圳,水朗立交,S31龙大高速-K7,2501.901662,454.235748,21.630274,2026.035639
440300,深圳,水朗立交,G15沈海高速-K2891,2449.288164,1022.143879,38.571467,1388.572817
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2424.096226,1998.401279,23.649719,402.045228
441300,惠州,数码园立交,S20潮莞高速-K20,2290.826911,1544.377693,720.70959,25.739628
440100,广州,土华立交桥,S81广州环城高速-K35,2246.366845,527.208545,137.532664,1581.625636
