城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
440100,广州,土华立交桥,S81广州环城高速-K35,4519.340573,3152.515619,121.250601,1245.574353
440400,珠海,S47广佛江珠高速,,4433.887569,3008.709422,79.176564,1346.001584
310000,上海,S7沪崇高速出口,S20外环高速-K84,6394.242208,223.054961,5427.670711,743.516536
440400,珠海,金台立交,S32西部沿海高速-K22,5598.059339,4924.218863,51.833883,622.006593
110000,北京,S32京平高速出口,S11京承高速-K10,5021.253151,4079.768185,0.0,941.484966
441900,东莞,S6广龙高速出口,G4京港澳高速-K2215,4915.662651,3855.421687,674.698795,385.542169
340100,合肥,机场互通,S93机场高速-K2,4266.328091,3788.499345,34.130625,443.698121
310000,上海,莘庄立交,S20外环高速-K59,3876.187523,2114.284103,281.904547,1479.998872
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3690.246395,2857.575413,113.546043,719.124938
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3457.319392,2288.416169,131.707405,1037.195818
440300,深圳,水朗立交,G15沈海高速-K2891,3380.256299,863.843276,112.67521,2403.737812
440100,广州,土华立交桥,S81广州环城高速-K35,3258.185476,525.882568,217.212365,2515.090543
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,3170.61498,478.583393,2512.562814,179.468772
500000,重庆,西环立交,G85渝昆高速-K5,3080.522519,2222.655488,155.975824,701.891207
420100,武汉,加油站,S13武监高速-K11,3047.886994,2403.141668,234.452846,410.29248
430700,null,太子庙服务区,G5513长张高速-K123,3018.448759,2716.603883,181.106926,120.73795
510100,成都,白家立交,G4201成都绕城高速-K43,2878.857669,921.234454,143.942883,1813.680332
370200,青岛,G20青银高速,G20青银高速-K15,2687.007156,93.191,0.0,2593.816156
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2552.104622,2135.226975,0.0,416.877647
440300,深圳,水朗立交,S31龙大高速-K7,2544.072312,508.814462,55.584773,1979.673076
440300,深圳,水朗立交,G15沈海高速-K2891,2411.946873,1752.074616,39.819878,620.05238
440100,广州,仑头立交,S81广州环城高速-K33,2378.03863,621.948565,1390.237968,365.852097
