城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
420100,武汉,常青立交,G42沪蓉高速-K834,5323.813103,3549.208735,104.388492,1670.215875
110000,北京,G1京哈高速,G1京哈高速-K8,5212.544408,2143.819674,98.003185,2970.721548
110000,北京,G2京沪高速,G2京沪高速-K6,5162.947971,4532.728969,60.597981,569.62102
310000,上海,S2沪芦高速,S2沪芦高速-K61,4765.249623,4056.233243,98.932518,610.083862
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,4751.737755,4141.717368,32.106336,577.914051
510100,成都,G5京昆高速,G5京昆高速-K1813,4745.160211,3072.011235,54.857343,1618.291633
330100,杭州,G25长深高速,G25长深高速-K2289,4632.974645,4191.738965,27.57723,413.65845
110000,北京,S32京平高速,S32京平高速-K13,4477.242683,3766.422711,50.772855,660.047117
440100,广州,S3广深沿江高速,G1501广州绕城高速-K46,4427.624419,3462.946473,24.735332,939.942614
510100,成都,白家立交,G4201成都绕城高速-K43,4424.817302,3414.42595,139.364324,871.027028
440300,深圳,G4京港澳高速,,4411.710403,3290.967525,64.782825,1055.960052
130200,唐山,唐港高速,唐港高速-K3,4372.407678,3582.945181,30.363942,759.098555
440400,珠海,S47广佛江珠高速,,4354.88633,2952.465309,0.0,1402.421022
510100,成都,白家立交,G4201成都绕城高速-K43,4304.572412,3634.972259,31.885722,637.714431
510100,成都,白家立交,G4201成都绕城高速-K42,4304.546677,3696.295516,93.577102,514.674059
110000,北京,S32京平高速出口,S11京承高速-K10,6305.203931,5450.261025,106.867863,748.075043
310000,上海,S7沪崇高速出口,S20外环高速-K84,6291.431377,843.972502,4756.935919,690.522956
441900,东莞,S6广龙高速出口,G4京港澳高速-K2215,6156.641098,4138.070246,1715.785224,302.785628
440400,珠海,金台立交,S32西部沿海高速-K22,5126.452495,4272.043746,0.0,854.408749
340100,合肥,机场互通,S93机场高速-K2,5034.863255,4442.526401,0.0,592.336854
310000,上海,莘庄立交,S20外环高速-K59,4029.053338,2318.085482,165.577534,1545.390321
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3689.647902,2740.881299,147.585916,801.180687
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,3333.111126,533.29778,2599.826678,199.986668
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3212.92287,2224.331218,82.382638,906.209015
440100,广州,土华立交桥,S81广州环城高速-K35,2782.620186,419.298932,177.884395,2185.436859
610100,西安,三星立交,G5京昆高速-K1108,2730.449978,2537.712333,32.122941,160.614705
510100,成都,机场立交,G4201成都绕城高速-K44,2707.324024,1899.876508,94.993825,712.453691
370200,青岛,G20青银高速,G20青银高速-K15,2630.194634,14.140831,0.0,2616.053803
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2627.282452,2199.827767,31.277172,396.177513
440300,深圳,水朗立交,G15沈海高速-K2891,2596.450781,718.167237,18.414545,1859.868999
440300,深圳,水朗立交,G15沈海高速-K2891,2461.298586,1731.818688,33.411293,696.068605
350200,厦门,海圣互通,G15沈海高速-K2305,2435.578937,771.266663,121.778947,1542.533327
440100,广州,仑头立交,S81广州环城高速-K33,2307.182066,432.596637,1554.143475,320.441954
440100,广州,仑头立交,S81广州环城高速-K33,2244.574343,361.797773,119.012425,1763.764144
440300,深圳,水朗立交,S31龙大高速-K7,2151.46561,421.379329,12.155173,1717.931109
