城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
110000,北京,G3京台高速,,8642.743553,7778.469197,129.641153,734.633202
510100,成都,S1成万高速,S1成绵高速复线-K20,8489.274304,7987.220447,91.282519,410.771337
110000,北京,京开高速,京开高速-K8,7929.54197,7439.83154,18.835017,470.875414
120000,天津,S4津港高速,S4津港高速-K11,6587.364927,5827.284359,63.340047,696.740521
320600,南通,S79南通支线,,6086.764055,5976.095618,0.0,110.668437
120000,天津,S5荣乌联络线,,5842.351132,5274.67329,165.572704,402.105139
330100,杭州,S2杭甬高速,S2杭甬高速-K20,5799.309573,5284.577954,68.630883,446.100736
340700,null,G3京台高速,G3京台高速-K1179,5475.14501,5258.307584,0.0,216.837426
110000,北京,G3京台高速,,5014.785863,4652.8941,51.698823,310.19294
110000,北京,G7京新高速,G7京新高速-K14,4905.523256,4178.77907,0.0,726.744186
330100,杭州,S2杭甬高速,S2杭甬高速-K19,4889.524425,4151.483002,30.751726,707.289697
110000,北京,G6京藏高速,G6京藏高速-K68,4445.322533,987.849452,1152.491027,2304.982054
350100,福州,G1523甬莞高速,G70福银高速-K18,4352.709913,3510.24993,0.0,842.459983
610100,西安,S3011绕城高速联络线,,4314.793327,3556.789094,58.308018,699.696215
610400,咸阳,机场高速,G70福银高速-K1699,4234.754882,3843.306952,35.586175,355.861755
320100,南京,S55宁宣高速,S55宁宣高速-K27,4212.692224,3736.192333,10.829543,465.670349
510100,成都,S57城北出口高速,,3927.651859,3292.879842,39.673251,595.098767
441300,惠州,S21广惠高速,,3918.222346,2467.028885,1306.074115,145.119346
610100,西安,G3023西兴高速,,3899.539614,2886.002886,17.178589,996.358139
110000,北京,G4京港澳高速,G4京港澳高速-K10,3876.846567,2844.080063,31.777431,1000.989073
440400,珠海,南屏沙心涌高架桥,,2131.700541,56.694163,22.677665,2052.328713
320500,苏州,千部泾中桥,S48沪宜高速-K13,1676.602086,0.0,0.0,1676.602086
350100,福州,仙岐1号中桥,S1531机场高速-K50,1273.512504,0.0,22.342325,1251.170179
440300,深圳,S3广深沿江高速,S3广深沿江高速-K86,1228.603152,153.575394,3.530469,1071.497289
441900,东莞,东江大桥,G94珠三角环线高速-K67,1090.466184,499.026898,0.0,591.439286
610100,西安,灞河大桥,,1088.92752,7.805932,0.0,1081.121588
110000,北京,潮白河大桥,通燕高速-K30,1009.482624,553.587245,32.563956,423.331423
440100,广州,番禺大桥,,821.471644,10.030179,1.003018,810.438447
310000,上海,江杨北路桥,G1501上海绕城高速-K202,784.513169,0.0,0.0,784.513169
441900,东莞,东江大桥,G94珠三角环线高速-K67,735.15462,222.917852,9.485866,502.750901
110000,北京,东老峪二号桥,G6京藏高速-K53,733.998826,63.275761,493.550934,177.17213
310000,上海,七莘立交桥,,663.290232,190.370308,8.015592,464.904332
440600,佛山,湖洲大桥,S15沈海高速广州支线-K35,622.974704,243.663493,12.559974,366.751237
500000,重庆,三背沱大桥,G75兰海高速-K922,579.521577,255.488007,6.231415,317.802155
440600,佛山,湖洲大桥,S15沈海高速广州支线-K35,557.735323,224.454459,10.688308,322.592556
370200,青岛,胶州湾大桥,G22青兰高速胶州湾大桥-K34,545.62212,4.915515,0.0,540.706605
320100,南京,北汊大桥,G36宁洛高速-K21,533.689039,304.497427,3.274166,225.917446
500000,重庆,巨梁沱大桥,G75兰海高速-K921,514.219189,209.115804,6.856256,298.24713
350100,福州,大洋1号桥,,510.228378,8.503806,8.503806,493.220766
