城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
310000,上海,G60沪昆高速,,670.489648,188.451232,3.967394,478.071021
500000,重庆,G75兰海高速,G75兰海高速-K992,620.949841,363.619276,3.729428,253.601136
500000,重庆,G75兰海高速,G75兰海高速-K983,613.915647,209.5781,2.116951,402.220596
500000,重庆,G75兰海高速,G75兰海高速-K931,613.117516,13.328642,0.0,599.788874
110000,北京,G45大广高速,,607.772071,407.651999,0.0,200.120072
110000,北京,G7京新高速,G7京新高速-K14,605.459903,195.092635,0.0,410.367267
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,586.992541,199.774772,2.466355,384.751414
110000,北京,G7京新高速,G7京新高速-K13,586.769723,247.363707,0.0,339.406016
510100,成都,S57城北出口高速,,9633.062372,8994.909975,0.0,638.152397
440400,珠海,S47广佛江珠高速,,9016.798419,8399.209486,0.0,617.588933
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,7249.568697,6515.435158,183.533385,550.600154
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,6845.302334,6166.93904,154.173476,524.189818
510100,成都,S1成万高速,,6112.577423,5759.249248,0.0,353.328175
110000,北京,通燕高速,通燕高速-K29,5962.752876,5283.060839,61.790185,617.901852
330100,杭州,G25长深高速,G25长深高速-K2289,5475.78148,4947.660424,55.59169,472.529366
510100,成都,白家立交,G4201成都绕城高速-K42,5453.458838,4258.180188,124.508193,1070.770457
320100,南京,G40沪陕高速,G40沪陕高速-K397,5400.918725,4633.419748,113.703552,653.795425
510100,成都,G5京昆高速,G5京昆高速-K1813,5360.556864,3485.682296,79.220052,1795.654516
110000,北京,怀柔桥,S11京承高速-K42,4950.023798,4156.750754,31.730922,761.542123
110000,北京,怀柔桥,S11京承高速-K42,4948.994426,4454.094984,61.86243,433.037012
110000,北京,G1京哈高速,G1京哈高速-K8,4863.565283,2094.226411,110.222443,2659.116429
440100,广州,土华立交桥,S81广州环城高速-K35,4816.836186,3721.161002,62.01935,1033.655834
310000,上海,G2京沪高速,G2京沪高速-K1215,4732.831653,3907.966708,13.522376,811.342569
440100,广州,土华立交桥,S81广州环城高速-K35,4643.309413,3036.911965,117.255288,1489.14216
510100,成都,G42沪蓉高速,,4639.411127,3608.430876,91.799611,939.180639
440300,深圳,G4京港澳高速,,4597.810491,3502.407365,72.065995,1023.337131
440400,珠海,G0425广澳高速,,4574.508858,4121.179152,82.423583,370.906124
230100,哈尔滨,G10绥满高速,,4489.337823,3877.155392,102.030405,510.152025
310000,上海,S7沪崇高速出口,S20外环高速-K84,6622.612948,145.551933,5312.645552,1164.415463
110000,北京,S32京平高速出口,S11京承高速-K10,5774.791219,4886.361801,80.766311,807.663108
340100,合肥,机场互通,S93机场高速-K2,4822.530864,4191.892213,37.096391,593.54226
440400,珠海,金台立交,S32西部沿海高速-K22,4730.251201,4419.050464,124.480295,186.720442
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,4672.897196,667.556742,3671.562083,333.778371
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3728.902264,2900.257316,218.06446,610.580488
310000,上海,莘庄立交,S20外环高速-K59,3679.500765,2060.520429,294.360061,1324.620276
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3640.949133,2362.176755,195.368002,1083.404376
440100,广州,土华立交桥,S81广州环城高速-K35,3196.744426,498.351793,133.704139,2564.688494
370100,济南,G2京沪高速,G2京沪高速-K401,3194.085183,366.534365,0.0,2827.550817
440300,深圳,水朗立交,G15沈海高速-K2891,3151.234737,1000.092461,18.869669,2132.272606
440300,深圳,水朗立交,G15沈海高速-K2891,2824.374235,1932.466582,57.173568,834.734086
350200,厦门,海圣互通,G15沈海高速-K2305,2818.778188,1332.513325,205.00205,1281.262813
440400,珠海,金台立交,S32西部沿海高速-K24,2701.451065,1479.366059,32.160132,1189.924874
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2661.961333,2104.217054,38.028019,519.71626
130200,唐山,唐港高速出口,唐港高速-K1,2658.56969,2472.003396,46.641574,139.924721
440100,广州,土华立交桥,S81广州环城高速-K35,2583.251139,634.070734,93.936405,1855.244
370200,青岛,G20青银高速,G20青银高速-K15,2563.352099,267.812906,0.0,2295.539193
441300,惠州,数码园立交,S20潮莞高速-K20,2523.257127,1859.242093,597.61353,66.401503
441300,惠州,凌坑立交,G15沈海高速-K2808,2459.722051,885.499939,1328.249908,245.972205
