城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
340100,合肥,机场互通,S93机场高速-K2,5190.811606,4369.480656,65.706476,755.624474
110000,北京,S32京平高速出口,S11京承高速-K10,5061.284225,4756.387585,0.0,304.89664
310000,上海,莘庄立交,S20外环高速-K59,4332.841946,2689.350173,49.802781,1593.688992
420100,武汉,加油站,S13武监高速-K11,3633.456871,2603.977424,121.115229,908.364218
440300,深圳,水朗立交,G15沈海高速-K2891,3617.384115,1490.680267,39.751474,2086.952374
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3557.04698,2863.534676,44.742729,648.769575
510100,成都,机场立交,G4201成都绕城高速-K44,3273.679616,2303.70047,0.0,969.979145
610100,西安,三星立交,G5京昆高速-K1108,3244.268752,2856.367054,35.263791,352.637908
440300,深圳,鹤洲立交,G4京港澳高速-K2254,2873.499702,1878.826728,165.778829,828.894145
440100,广州,土华立交桥,S81广州环城高速-K35,2713.892606,378.682689,88.359294,2246.850622
510100,成都,白家立交,G4201成都绕城高速-K43,2588.413215,814.332248,203.583062,1570.497906
370200,青岛,G20青银高速,G20青银高速-K15,2588.174396,0.0,0.0,2588.174396
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2458.177463,1832.459563,55.86767,569.85023
440100,广州,南沙服务区,G9411莞佛高速-K42,2432.131937,347.44742,0.0,2084.684518
440100,广州,仑头立交,S81广州环城高速-K33,2406.862956,346.979228,127.062816,1932.820912
440400,珠海,金台立交,S32西部沿海高速-K24,2391.200383,1366.400219,93.163651,931.636513
500000,重庆,西环立交,G85渝昆高速-K5,2371.759515,1360.544218,36.771465,974.443832
