城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
110000,北京,G7京新高速,G7京新高速-K13,696.281447,275.001916,5.851105,415.428427
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,693.440659,328.762703,0.0,364.677956
370200,青岛,G22青兰高速,G22青兰高速胶州湾大桥-K34,689.017341,9.248555,0.0,679.768786
440100,广州,S81广州环城高速,S81广州环城高速-K29,683.280985,249.81101,3.481687,429.988288
310000,上海,G60沪昆高速,,671.27263,221.298669,0.0,449.973961
430100,长沙,G4京港澳高速,G4京港澳高速-K1499,643.990954,416.899407,0.0,227.091547
350100,福州,G1505福州绕城高速,,603.864734,0.0,0.0,603.864734
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,572.743837,225.517886,0.0,347.225951
310000,上海,S20外环高速,S20外环高速-K30,550.699274,254.461044,18.98963,277.2486
310000,上海,G60沪昆高速,,511.841842,128.504973,4.356101,378.980768
440400,珠海,S47广佛江珠高速,,11005.656671,10532.295094,118.340394,355.021183
420100,武汉,常青立交,G42沪蓉高速-K834,10787.486516,8989.572096,0.0,1797.914419
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,9452.103908,8474.300055,162.967309,814.836544
510100,成都,S57城北出口高速,,9294.181034,8378.232759,80.818966,835.12931
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,7011.947395,6169.30994,90.282584,752.354871
510100,成都,S1成万高速,,6083.585172,5656.089998,98.652733,328.842442
110000,北京,通燕高速,通燕高速-K29,5728.45061,5172.964491,34.717882,520.768237
330100,杭州,G25长深高速,G25长深高速-K2289,5713.226423,5105.436378,212.726516,395.063529
440100,广州,土华立交桥,S81广州环城高速-K35,5508.901579,4523.569589,89.575635,895.756354
310000,上海,G2京沪高速,G2京沪高速-K1215,5318.816094,4722.870313,29.797289,566.148492
510100,成都,S1成万高速,,5278.628799,4036.598493,207.005051,1035.025255
110000,北京,S28机场北线高速,S28机场北线高速-K8,5186.62793,4570.035799,108.810376,507.781755
130100,石家庄,张石高速连接线,绕城高速-K5,5104.645227,3775.310533,0.0,1329.334695
510100,成都,G42沪蓉高速,,5052.121049,3825.929169,126.303026,1099.888853
110000,北京,三惠东桥,东六环-K38,4943.315805,4211.906834,25.220999,706.187972
110000,北京,G1京哈高速,G1京哈高速-K8,4868.86523,2026.890562,72.131337,2769.843331
320100,南京,G40沪陕高速,G40沪陕高速-K397,4717.410085,4234.301823,56.836266,426.271996
440100,广州,S81广州环城高速,S81广州环城高速-K60,4705.340562,3754.261086,50.056814,901.022661
440100,广州,土华立交桥,S81广州环城高速-K35,4685.419704,3261.538911,48.679685,1375.201108
230100,哈尔滨,G10绥满高速,,4524.301965,4069.477958,47.876211,406.947796
110000,北京,S32京平高速出口,S11京承高速-K10,10563.094174,9660.265612,0.0,902.828562
310000,上海,S7沪崇高速出口,S20外环高速-K84,7426.140013,468.315136,6355.705416,602.119461
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,6909.75691,1415.251415,5328.005328,166.500167
440400,珠海,金台立交,S32西部沿海高速-K22,6182.206486,5058.168943,70.252346,1053.785196
340100,合肥,机场互通,S93机场高速-K2,5100.544058,4500.480051,33.336889,566.727118
320100,南京,南庄枢纽,G2501南京绕城高速-K81,4271.210698,3197.817434,178.898877,894.494387
440100,广州,新联立交,S105南沙港快速-K39,4222.378607,630.930137,3203.183771,388.264699
350200,厦门,海圣互通,G15沈海高速-K2305,3927.112787,1518.483611,209.446015,2199.183161
440100,广州,海南立交桥,S81广州环城高速-K49,3589.851436,1962.362819,113.857228,1513.631389
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3543.004617,2368.218876,93.236964,1081.548778
310000,上海,莘庄立交,S20外环高速-K59,3317.11632,2536.618363,0.0,780.497958
440300,深圳,水朗立交,G15沈海高速-K2891,3291.429775,1184.914719,43.88573,2062.629326
130200,唐山,唐港高速出口,唐港高速-K1,3084.901492,2626.335054,83.375716,375.190722
440100,广州,仑头立交,S81广州环城高速-K33,3005.123638,503.017456,175.244791,2326.861392
440100,广州,土华立交桥,S81广州环城高速-K35,2995.919482,632.050524,63.205052,2300.663906
441300,惠州,数码园立交,S20潮莞高速-K20,2799.829024,2146.535585,541.300278,111.993161
610100,西安,三星立交,G5京昆高速-K1108,2776.671766,2305.161466,0.0,471.5103
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2763.888187,2399.111066,0.0,364.777121
440300,深圳,松岗立交,S31龙大高速-K24,2693.266186,1399.942148,129.795961,1163.528077
440300,深圳,水朗立交,S31龙大高速-K7,2673.666528,600.210853,7.794946,2065.660729
