城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
110000,北京,京开高速,京开高速-K8,7170.606477,6545.840764,28.398441,596.367271
110000,北京,G3京台高速,,6425.442517,5829.459443,37.248942,558.734132
120000,天津,S4津港高速,S4津港高速-K11,6031.433724,5094.511981,292.788045,644.133699
330100,杭州,S2杭甬高速,S2杭甬高速-K20,5873.209023,5345.675278,70.337833,457.195912
110000,北京,G3京台高速,,5577.62816,5075.377283,79.30277,422.948107
330100,杭州,S2杭甬高速,S2杭甬高速-K19,5541.125541,5034.965035,0.0,506.160506
610100,西安,S3011绕城高速联络线,,5488.760638,4427.000383,125.971556,935.788699
120000,天津,S5荣乌联络线,,5272.8255,4559.697461,43.219881,669.908158
340700,null,G3京台高速,G3京台高速-K1179,4908.535993,4471.141696,48.599366,388.79493
350100,福州,G1523甬莞高速,G70福银高速-K18,4799.66611,3756.260434,208.681135,834.724541
120000,天津,S2津宁高速,,4665.242165,3774.928775,142.450142,747.863248
610100,西安,G3023西兴高速,,4489.219483,3322.98097,31.95174,1134.286773
510100,成都,S57城北出口高速,,4474.026975,3802.159443,61.078867,610.788666
320100,南京,S55宁宣高速,S55宁宣高速-K27,4471.985507,3983.540488,54.271669,434.17335
610400,咸阳,机场高速,G70福银高速-K1699,4297.546492,3786.649356,30.052773,480.844363
130100,石家庄,S071西柏坡高速,S071西柏坡高速-K9,4258.407578,2851.281596,74.059262,1333.06672
440100,广州,S81广州环城高速,S81广州环城高速-K60,4067.312143,3205.910861,82.394905,779.006377
110000,北京,G1京哈高速,G1京哈高速-K8,3886.940375,3548.586755,33.010109,305.343511
110000,北京,G3京台高速,,3775.009438,0.0,0.0,3775.009438
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K202,3749.573836,1734.678287,173.467829,1841.42772
320500,苏州,S48沪宜高速,S48沪宜高速-K13,1921.200293,30.495243,0.0,1890.70505
440400,珠海,G0425广澳高速,,1475.521791,29.909226,0.0,1445.612566
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K202,1421.731685,15.88527,15.88527,1389.961145
440300,深圳,S3广深沿江高速,S3广深沿江高速-K86,1411.72743,125.071575,5.750417,1280.905438
610100,西安,S3011绕城高速联络线,,1127.355011,25.789167,3.684167,1097.881678
350100,福州,S81机场高速,S1531机场高速-K50,1070.649222,0.0,0.0,1070.649222
110000,北京,G45大广高速,,980.764495,646.88722,0.0,333.877275
440100,广州,S4华南快速,,870.32922,10.927901,0.780564,858.620755
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,835.250037,283.018607,6.902893,545.328536
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,792.227872,204.703175,0.0,587.524697
350100,福州,G1505福州绕城高速,,786.93561,31.477424,0.0,755.458185
370200,青岛,G22青兰高速,G22青兰高速胶州湾大桥-K34,766.243852,4.141859,0.0,762.101993
440100,广州,S81广州环城高速,S81广州环城高速-K27,736.092415,296.743808,7.864235,431.484371
110000,北京,G7京新高速,G7京新高速-K14,717.294811,285.163075,2.193562,429.938174
500000,重庆,G75兰海高速,G75兰海高速-K983,695.267246,232.441417,8.228015,454.597815
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K200,688.548456,266.988177,0.0,421.560279
110000,北京,G7京新高速,G7京新高速-K13,679.443193,185.302689,0.0,494.140504
350100,福州,S52福州南连接线,,675.204089,317.802827,4.061378,353.339884
350100,福州,S52福州南连接线,,670.098658,159.601201,0.0,510.497458
532500,null,G5615天猴高速,鸡石高速-K28,659.566183,215.627406,342.467057,101.47172
440400,珠海,S47广佛江珠高速,,9497.631179,8715.473317,223.473675,558.684187
510100,成都,S57城北出口高速,,8254.255159,7260.129538,0.0,994.125621
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,7279.547333,6294.106428,127.153665,858.28724
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,6819.421713,6213.250894,75.771352,530.399467
510100,成都,S1成万高速,,6364.486859,5912.364842,0.0,452.122017
110000,北京,通燕高速,通燕高速-K29,5478.579977,4958.267912,183.639552,336.672513
440100,广州,S81广州环城高速,S81广州环城高速-K60,5023.970754,4462.782532,53.446497,507.741725
330100,杭州,G25长深高速,G25长深高速-K2289,4949.673784,4514.537627,54.39202,380.744137
110000,北京,G1京哈高速,G1京哈高速-K8,4714.747622,2184.883044,81.172125,2448.692452
310000,上海,G2京沪高速,G2京沪高速-K1215,4691.176258,3825.112949,86.606331,779.456978
440100,广州,S3广深沿江高速,G1501广州绕城高速-K46,4681.053634,3014.9159,158.679784,1507.45795
510100,成都,白家立交,G4201成都绕城高速-K42,4627.938132,3604.920229,24.357569,998.660334
440100,广州,土华立交桥,S81广州环城高速-K35,4597.99207,3227.031131,84.366827,1286.594111
510100,成都,白家立交,G4201成都绕城高速-K43,4541.98738,3883.225851,0.0,658.761528
510100,成都,G42沪蓉高速,,4518.834989,3636.618322,101.017176,781.199491
440300,深圳,G4京港澳高速,,4507.257448,3521.772345,68.754775,916.730328
110000,北京,通燕高速,通燕高速-K29,4315.909135,3699.350687,38.534903,578.023545
440400,珠海,G0425广澳高速,,4263.06572,3686.975758,192.029987,384.059975
110000,北京,怀柔桥,S11京承高速-K42,4239.845261,3713.733075,0.0,526.112186
320100,南京,G40沪陕高速,G40沪陕高速-K397,4180.887372,3384.527873,255.972696,540.386803
310000,上海,S7沪崇高速出口,S20外环高速-K84,7122.056217,158.267916,5539.377057,1424.411243
340100,合肥,机场互通,S93机场高速-K2,6716.461974,5756.967407,110.710912,848.783656
110000,北京,S32京平高速出口,S11京承高速-K10,6491.624172,5389.272897,0.0,1102.351274
441900,东莞,S6广龙高速出口,G4京港澳高速-K2215,5913.919615,4161.647136,1642.755448,109.51703
440400,珠海,金台立交,S32西部沿海高速-K22,5747.511272,5022.097228,55.80108,669.612964
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3358.835604,2114.822417,106.629702,1137.383485
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3213.780692,2313.922098,171.401637,728.456957
440300,深圳,水朗立交,G15沈海高速-K2891,2994.145862,719.372707,19.442506,2255.330649
440100,广州,土华立交桥,S81广州环城高速-K35,2974.287286,508.107411,86.750046,2379.429829
440300,深圳,水朗立交,G15沈海高速-K2891,2919.00586,1819.946973,41.362431,1057.696455
610100,西安,三星立交,G5京昆高速-K1108,2703.244359,2376.99073,46.607661,279.645968
440300,深圳,水朗立交,S31龙大高速-K7,2695.586355,608.124282,4.312938,2083.149135
440100,广州,仑头立交,S81广州环城高速-K33,2583.999632,383.822168,96.711097,2103.466368
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2578.991588,2127.003371,66.468855,385.519361
440100,广州,仑头立交,S81广州环城高速-K33,2452.896718,536.571157,1660.815486,255.510075
310000,上海,S7沪崇高速出口,G1501上海绕城高速-K191,2393.514348,1955.99022,128.683567,308.840561
430100,长沙,雨花枢纽,G4京港澳高速-K1501,2369.347928,1647.91186,37.970319,683.465748
510100,成都,白家立交,G4201成都绕城高速-K43,2345.582486,684.128225,130.310138,1531.144123
440100,广州,土华立交桥,S81广州环城高速-K35,2258.182591,531.33708,73.796817,1653.048694
370200,青岛,G20青银高速,G20青银高速-K15,2176.732208,55.340649,0.0,2121.391559
