城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
440100,广州,S81广州环城高速,S81广州环城高速-K27,689.146233,249.235755,1.873953,438.036524
500000,重庆,G75兰海高速,G75兰海高速-K992,687.576154,341.449382,9.354778,336.771994
310000,上海,G60沪昆高速,,682.601281,155.648094,3.750556,523.20263
500000,重庆,G75兰海高速,G75兰海高速-K983,670.328715,219.416907,2.012999,448.898809
350100,福州,G1505福州绕城高速,,649.592907,35.11313,0.0,614.479777
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K200,630.510855,342.43262,5.435438,282.642797
350100,福州,S52福州南连接线,,627.541721,235.201421,1.013799,391.326502
440400,珠海,S47广佛江珠高速,,8638.596083,8444.470328,0.0,194.125755
420100,武汉,常青立交,G42沪蓉高速-K834,8272.64467,6916.473412,0.0,1356.171257
510100,成都,S57城北出口高速,,8087.965791,7477.092242,0.0,610.873549
510100,成都,S1成万高速,,6730.858499,6134.033608,99.470815,497.354076
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,5937.859015,5240.806,51.633557,645.419458
330100,杭州,G25长深高速,G25长深高速-K2289,5844.155844,5110.107284,112.930548,621.118012
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,5728.208604,5163.455643,161.357989,403.394972
510100,成都,白家立交,G4201成都绕城高速-K42,5314.009662,4025.764895,161.030596,1127.214171
110000,北京,G1京哈高速,G1京哈高速-K8,5051.954762,2340.994189,95.680961,2615.279612
510100,成都,白家立交,G4201成都绕城高速-K43,4984.013541,4451.13159,31.345997,501.535954
510100,成都,G42沪蓉高速,,4883.458415,3626.767084,66.141649,1190.549681
110000,北京,通燕高速,通燕高速-K29,4851.891116,4571.434982,56.091227,224.364907
440100,广州,土华立交桥,S81广州环城高速-K35,4799.900262,3760.960811,103.893945,935.045506
440100,广州,S81广州环城高速,S81广州环城高速-K60,4706.911553,3660.931208,71.316842,974.663503
430100,长沙,S41长潭西高速,G0401长沙绕城高速-K58,4674.373683,3599.430606,65.148065,1009.795012
130100,石家庄,张石高速连接线,绕城高速-K5,4648.543893,3928.346952,65.472449,654.724492
110000,北京,三惠东桥,东六环-K38,4641.033201,3594.898668,57.061884,989.072649
510100,成都,G5京昆高速,G5京昆高速-K1813,4542.968344,3096.45106,67.805498,1378.711786
510100,成都,白家立交,G4201成都绕城高速-K43,4516.17188,3387.12891,149.432158,979.610812
440100,广州,S81广州环城高速,S81广州环城高速-K24,4151.609437,3440.560307,80.27974,630.76939
441900,东莞,S6广龙高速出口,G4京港澳高速-K2215,6381.226842,5557.842734,720.461095,102.923014
110000,北京,S32京平高速出口,S11京承高速-K10,5602.804757,4730.511801,33.549729,838.743227
440400,珠海,金台立交,S32西部沿海高速-K22,5317.38119,4985.044865,55.389387,276.946937
310000,上海,S7沪崇高速出口,S20外环高速-K84,5304.783951,137.786596,4133.597884,1033.399471
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,5107.252298,340.483487,4474.925823,291.842988
340100,合肥,机场互通,S93机场高速-K2,4843.717922,3913.46746,128.310409,801.940053
310000,上海,莘庄立交,S20外环高速-K59,4000.228584,1928.681639,285.730613,1785.816332
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3634.071272,2781.176994,55.62354,797.270738
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3395.723663,2550.854618,97.48489,747.384155
510100,成都,白家立交,G4201成都绕城高速-K43,2923.264312,822.168088,243.605359,1857.490865
610100,西安,三星立交,G5京昆高速-K1108,2922.578245,2505.067067,75.911123,341.600055
440100,广州,新联立交,S105南沙港快速-K39,2692.25351,563.494921,2097.453316,31.305273
440300,深圳,水朗立交,G15沈海高速-K2891,2653.076806,687.127806,0.0,1965.949
440100,广州,仑头立交,S81广州环城高速-K33,2559.206579,548.40141,1578.731332,432.073838
370800,济宁,曲阜枢纽立交,G3京台高速-K539,2559.001494,2036.194737,110.06458,412.742176
440100,广州,仑头立交,S81广州环城高速-K33,2553.351352,458.786555,98.482978,1996.081819
370100,济南,G2京沪高速,G2京沪高速-K401,2540.650407,387.556842,0.0,2153.093565
440100,广州,土华立交桥,S81广州环城高速-K35,2498.457474,304.16004,119.491444,2074.805989
430100,长沙,雨花枢纽,G4京港澳高速-K1501,2481.435189,1611.87243,56.556927,813.005831
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2475.256843,1995.264071,18.823246,461.169526
