城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
440100,广州,S4华南快速,,803.833477,5.293353,0.0,798.540123
440600,佛山,S5广台高速,S5广明高速-K35,778.404557,401.593668,12.391389,364.419499
110000,北京,G6京藏高速,G6京藏高速-K53,694.891052,102.189861,415.5721,177.129092
500000,重庆,G75兰海高速,G75兰海高速-K990,665.220334,207.526002,8.528466,449.165866
441900,东莞,G9411莞佛高速,G9411莞佛高速-K38,659.774719,336.008981,1.36036,322.405378
310000,上海,G1503上海绕城高速,G1501上海绕城高速-K199,616.643904,175.096417,2.537629,439.009858
350100,福州,S52福州南连接线,,566.692446,299.642574,6.308265,260.741608
110000,北京,G45大广高速,,544.794635,375.466572,7.36209,161.965972
310000,上海,G60沪昆高速,,536.729608,218.929182,3.531116,314.26931
350100,福州,G1505福州绕城高速,,535.208705,0.0,0.0,535.208705
500000,重庆,G75兰海高速,G75兰海高速-K922,520.113416,354.622784,0.0,165.490632
500000,重庆,G75兰海高速,G75兰海高速-K991,518.356155,217.450995,16.455751,284.449409
420100,武汉,常青立交,G42沪蓉高速-K834,10630.220197,8436.682696,0.0,2193.537501
510100,成都,S57城北出口高速,,9949.652362,9086.549988,47.950132,815.152242
510100,成都,S1成万高速,,7678.650113,7063.062129,129.59747,485.990513
440400,珠海,S47广佛江珠高速,,6914.991702,6684.491979,0.0,230.499723
340200,芜湖,G5011芜合高速,G5011芜合高速-K6,6799.041953,5624.661979,61.809472,1112.570501
110000,北京,通燕高速,通燕高速-K29,6016.628874,5593.34845,30.234316,393.046107
330100,杭州,紫金港枢纽,G2501杭州绕城高速-K87,5977.221353,4673.10033,434.707007,869.414015
310000,上海,G2京沪高速,G2京沪高速-K1215,5761.186642,4868.60843,67.619562,824.958651
510100,成都,G42沪蓉高速,,5034.256087,3795.94482,81.011017,1157.30025
110000,北京,怀柔桥,S11京承高速-K42,4740.506642,4246.703866,0.0,493.802775
510100,成都,白家立交,G4201成都绕城高速-K42,4718.735719,3528.424006,191.300097,999.011616
320100,南京,G40沪陕高速,G40沪陕高速-K397,4713.804714,4292.929293,28.058361,392.817059
430100,长沙,S41长潭西高速,G0401长沙绕城高速-K58,4676.708495,3385.93695,74.827336,1215.944209
440100,广州,土华立交桥,S81广州环城高速-K35,4660.575213,3536.313649,122.646716,1001.614848
510100,成都,白家立交,G4201成都绕城高速-K43,4632.708759,3730.630155,61.157871,840.920732
510100,成都,S8成名高速,G4201成都绕城高速-K60,4595.218963,3719.939161,60.982609,814.297193
440100,广州,S81广州环城高速,S81广州环城高速-K24,4524.892518,3876.698549,87.256881,560.937089
330100,杭州,G25长深高速,G25长深高速-K2289,4507.797941,4122.985921,54.973146,329.838874
420100,武汉,黄花涝立交桥,G42沪蓉高速-K836,4496.991104,3352.302459,408.817373,735.871272
440100,广州,S3广深沿江高速,G1501广州绕城高速-K46,4490.89573,3266.105985,136.087749,1088.701995
440400,珠海,金台立交,S32西部沿海高速-K22,7642.073086,6426.288731,347.366958,868.417396
310000,上海,S7沪崇高速出口,S20外环高速-K84,7179.471344,154.397233,6098.690711,926.383399
110000,北京,S32京平高速出口,S11京承高速-K10,6160.480517,5564.304984,0.0,596.175534
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,4991.680532,871.563268,4040.884241,79.233024
340100,合肥,机场互通,S93机场高速-K2,4865.269461,4191.616766,187.125749,486.526946
420100,武汉,加油站,S13武监高速-K11,3850.362745,3174.860509,135.100447,540.401789
310000,上海,莘庄立交,S20外环高速-K59,3654.97076,2704.678363,0.0,950.292398
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3524.672709,2977.363282,87.569508,459.739919
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3101.084854,2207.55193,105.12152,788.411404
440100,广州,土华立交桥,S81广州环城高速-K35,3096.686012,520.563597,120.130061,2455.992354
500000,重庆,西环立交,G85渝昆高速-K5,3052.221604,2209.681265,190.76385,651.776488
440300,深圳,水朗立交,G15沈海高速-K2891,2969.155487,790.489448,19.28023,2159.385809
440100,广州,仑头立交,S81广州环城高速-K33,2705.264615,532.532405,1874.514064,298.218147
350200,厦门,G2517沙厦高速,G15沈海高速-K2305,2668.060141,2142.7426,55.296583,470.020957
370200,青岛,G20青银高速,G20青银高速-K15,2628.314872,54.00647,0.0,2574.308402
510100,成都,机场立交,G4201成都绕城高速-K44,2557.269375,1648.765781,67.296562,841.207031
440300,深圳,水朗立交,G15沈海高速-K2891,2494.748205,1830.259197,75.775062,588.713946
510100,成都,白家立交,G4201成都绕城高速-K43,2493.546116,674.724243,176.01502,1642.806853
440100,广州,仑头立交,S81广州环城高速-K33,2482.643793,407.331976,107.03614,1968.275678
610100,西安,三星立交,G5京昆高速-K1108,2467.390118,2135.241448,0.0,332.14867
