城市编码,城市,高速名称,位置描述,风险值,急刹指数,急转指数,急加指数
310000,上海,莘庄立交,S20外环高速-K59,4721.068183,3110.350803,111.083957,1499.633423
500000,重庆,绕城渝广互通,G5001重庆绕城高速-K16,4302.92599,573.723465,3155.479059,573.723465
320100,南京,南庄枢纽,G2501南京绕城高速-K81,3370.975898,2837.238047,84.274397,449.463453
440300,深圳,鹤洲立交,G4京港澳高速-K2254,3292.026242,2469.019682,117.572366,705.434195
440100,广州,海南立交桥,S81广州环城高速-K49,3074.087126,1528.911057,81.325056,1463.851012
350200,厦门,海圣互通,G15沈海高速-K2305,2925.708936,841.141319,146.285447,1938.28217
430700,null,太子庙服务区,G5513长张高速-K123,2912.479977,2427.066647,283.157776,202.255554
440300,深圳,水朗立交,G15沈海高速-K2891,2902.961701,1383.442686,45.358777,1474.160239
610100,西安,三星立交,G5京昆高速-K1108,2873.247231,2447.580974,35.472188,390.194068
510100,成都,机场立交,G4201成都绕城高速-K44,2842.188411,2067.046117,0.0,775.142294
440300,深圳,松岗立交,S31龙大高速-K24,2809.814243,2143.879675,21.48176,644.452808
440100,广州,新联立交,S105南沙港快速-K39,2640.285024,445.349281,2035.882428,159.053315
441300,惠州,数码园立交,S20潮莞高速-K20,2553.397053,1851.787953,621.096581,80.51252
310000,上海,S7沪崇高速出口,G1501上海绕城高速-K191,2486.107049,2144.87667,97.494394,243.735985
130200,唐山,唐港高速出口,唐港高速-K1,2418.116529,2256.90876,0.0,161.207769
370800,济宁,曲阜枢纽立交,G3京台高速-K539,2392.773823,1850.661004,243.016091,299.096728
